"Date";"District";"Ag_Neg";"Ag_Pos";"Total"
2020-12-17;"Okres Sabinov";287;29;316
2020-12-17;"Okres Senec";833;16;849
2020-12-17;"Okres Senica";314;31;345
2020-12-17;"Okres Skalica";403;23;426
2020-12-17;"Okres Snina";336;19;355
2020-12-17;"Okres Sobrance";159;13;172
2020-12-17;"Okres Spišská Nová Ves";468;26;494
2020-12-17;"Okres Stará Ľubovňa";182;70;252
2020-12-17;"Okres Svidník";135;8;143
2020-12-17;"Okres Šaľa";4;1;5
2020-12-17;"Okres Topoľčany";925;98;1023
2020-12-17;"Okres Trebišov";629;41;670
2020-12-17;"Okres Trenčín";655;78;733
2020-12-17;"Okres Trnava";1015;93;1108
2020-12-17;"Okres Tvrdošín";311;26;337
2020-12-17;"Okres Veľký Krtíš";278;10;290
2020-12-17;"Okres Vranov nad Topľou";235;39;274
2020-12-17;"Okres Zlaté Moravce";204;11;215
2020-12-17;"Okres Zvolen";335;19;354
2020-12-17;"Okres Žarnovica";1452;112;1564
2020-12-17;"Okres Žiar nad Hronom";3492;252;3744
2020-12-17;"Okres Žilina";721;64;785
2020-12-18;"Okres Bánovce nad Bebravou";300;45;345
2020-12-18;"Okres Banská Bystrica";948;62;1010
2020-12-18;"Okres Banská Štiavnica";3;2;5
2020-12-18;"Okres Bardejov";986;77;1063
2020-12-18;"Okres Bratislava I";1444;23;1467
2020-12-18;"Okres Bratislava II";3575;154;3729
2020-12-18;"Okres Bratislava III";1978;49;2027
2020-12-18;"Okres Bratislava IV";378;10;388
2020-12-18;"Okres Bratislava V";2647;108;2755
2020-12-18;"Okres Brezno";1031;148;1179
2020-12-18;"Okres Čadca";926;84;1010
2020-12-18;"Okres Detva";6;0;7
2020-12-18;"Okres Dolný Kubín";194;16;210
2020-12-18;"Okres Dunajská Streda";723;72;795
2020-12-18;"Okres Galanta";829;55;884
2020-12-18;"Okres Gelnica";212;12;224
2020-12-18;"Okres Hlohovec";52;1;53
2020-12-18;"Okres Humenné";557;36;593
2020-12-18;"Okres Ilava";321;62;383
2020-12-18;"Okres Kežmarok";409;58;467
2020-12-18;"Okres Komárno";1860;62;1922
2020-12-18;"Okres Košice I";1247;36;1283
2020-12-18;"Okres Košice II";1473;50;1523
2020-12-18;"Okres Košice IV";1118;30;1148
2020-12-18;"Okres Krupina";1;0;1
2020-12-18;"Okres Levice";2102;115;2217
2020-12-18;"Okres Levoča";1220;95;1315
2020-12-18;"Okres Liptovský Mikuláš";259;10;269
2020-12-18;"Okres Lučenec";1034;48;1082
2020-12-18;"Okres Malacky";168;20;188
2020-12-18;"Okres Martin";1132;39;1171
2020-12-18;"Okres Medzilaborce";137;16;153
2020-12-18;"Okres Michalovce";1401;82;1483
2020-12-18;"Okres Myjava";259;17;276
2020-12-18;"Okres Námestovo";449;24;473
2020-12-18;"Okres Nitra";571;39;610
2020-12-18;"Okres Nové Mesto nad Váhom";486;55;541
2020-12-18;"Okres Nové Zámky";1851;140;1991
2020-12-18;"Okres Partizánske";356;51;407
2020-12-18;"Okres Pezinok";743;16;759
2020-12-18;"Okres Piešťany";398;28;426
2020-12-18;"Okres Poprad";1315;95;1410
2020-12-18;"Okres Považská Bystrica";535;60;595
2020-12-18;"Okres Prešov";2151;84;2235
2020-12-18;"Okres Prievidza";953;129;1082
2020-12-18;"Okres Púchov";242;32;274
2020-12-18;"Okres Revúca";601;15;616
2020-12-18;"Okres Rimavská Sobota";434;10;444
2020-12-18;"Okres Rožňava";369;8;377
2020-12-18;"Okres Ružomberok";6647;446;7093
2020-12-18;"Okres Sabinov";298;23;321
2020-12-18;"Okres Senec";426;27;453
2020-12-18;"Okres Senica";304;28;332
2020-12-18;"Okres Skalica";417;21;438
2020-12-18;"Okres Snina";505;31;536
2020-12-18;"Okres Sobrance";218;13;231
2020-12-18;"Okres Spišská Nová Ves";544;34;578
2020-12-18;"Okres Stará Ľubovňa";508;23;531
2020-12-18;"Okres Svidník";295;27;322
2020-12-18;"Okres Šaľa";5;0;5
2020-12-18;"Okres Topoľčany";622;59;681
2020-12-18;"Okres Trebišov";1413;56;1469
2020-12-18;"Okres Trenčín";526;51;577
2020-12-18;"Okres Trnava";1374;105;1479
2020-12-18;"Okres Tvrdošín";534;38;572
2020-12-18;"Okres Veľký Krtíš";382;8;392
2020-12-18;"Okres Vranov nad Topľou";280;39;319
2020-12-18;"Okres Zlaté Moravce";249;26;275
2020-12-18;"Okres Zvolen";733;16;749
2020-12-18;"Okres Žiar nad Hronom";622;37;659
2020-12-18;"Okres Žilina";1782;78;1860
2020-12-19;"Okres Bánovce nad Bebravou";1;0;1
2020-12-19;"Okres Banská Bystrica";801;24;825
2020-12-19;"Okres Banská Štiavnica";630;40;670
2020-12-19;"Okres Bratislava I";76;3;79
2020-12-19;"Okres Bratislava II";1325;55;1380
2020-12-19;"Okres Bratislava III";294;10;304
2020-12-19;"Okres Bratislava V";1177;47;1224
2020-12-19;"Okres Brezno";13;1;14
2020-12-19;"Okres Čadca";653;24;677
2020-12-19;"Okres Dunajská Streda";1;2;3
2020-12-19;"Okres Galanta";686;52;738
2020-12-19;"Okres Humenné";7;0;7
2020-12-19;"Okres Kežmarok";260;31;291
2020-12-19;"Okres Komárno";675;28;703
2020-12-19;"Okres Košice I";366;10;376
2020-12-19;"Okres Košice II";173;14;187
2020-12-19;"Okres Košice IV";174;4;178
2020-12-19;"Okres Krupina";0;1;1
2020-12-19;"Okres Levice";555;35;590
2020-12-19;"Okres Levoča";264;15;279
2020-12-19;"Okres Lučenec";301;7;308
2020-12-19;"Okres Malacky";6;2;8
2020-12-19;"Okres Michalovce";332;20;352
2020-12-19;"Okres Myjava";262;13;275
2020-12-19;"Okres Nitra";4;1;5
2020-12-19;"Okres Nové Mesto nad Váhom";187;39;226
2020-12-19;"Okres Pezinok";271;12;283
2020-12-19;"Okres Poprad";78;2;80
2020-12-19;"Okres Považská Bystrica";239;40;279
2020-12-19;"Okres Prešov";26;1;27
2020-12-19;"Okres Prievidza";243;17;260
2020-12-19;"Okres Revúca";403;11;414
2020-12-19;"Okres Ružomberok";420;19;439
2020-12-19;"Okres Senec";1;0;1
2020-12-19;"Okres Senica";354;32;386
2020-12-19;"Okres Skalica";361;17;378
2020-12-19;"Okres Snina";333;26;359
2020-12-19;"Okres Sobrance";161;4;165
2020-12-19;"Okres Spišská Nová Ves";71;11;82
2020-12-19;"Okres Stará Ľubovňa";276;19;295
2020-12-19;"Okres Svidník";78;13;91
2020-12-19;"Okres Šaľa";5;1;6
2020-12-19;"Okres Topoľčany";1210;104;1314
2020-12-19;"Okres Trebišov";32;0;32
2020-12-19;"Okres Trenčín";543;40;583
2020-12-19;"Okres Trnava";5;0;5
2020-12-19;"Okres Vranov nad Topľou";336;44;380
2020-12-19;"Okres Zvolen";42;454;496
2020-12-19;"Okres Žiar nad Hronom";298;27;325
2020-12-19;"Okres Žilina";1166;108;1274
2020-12-20;"Okres Bánovce nad Bebravou";0;0;0
2020-12-20;"Okres Banská Bystrica";19;0;19
2020-12-20;"Okres Bratislava I";29;3;32
2020-12-20;"Okres Bratislava II";484;40;524
2020-12-20;"Okres Bratislava III";29;7;36
2020-12-20;"Okres Bratislava IV";5;0;5
2020-12-20;"Okres Bratislava V";0;0;0
2020-12-20;"Okres Brezno";4;4;4
2020-12-20;"Okres Čadca";65;4;69
2020-12-20;"Okres Dunajská Streda";87;10;97
2020-12-20;"Okres Galanta";2;1;3
2020-12-20;"Okres Humenné";333;16;349
2020-12-20;"Okres Komárno";29;3;32
2020-12-20;"Okres Košice IV";0;0;0
2020-12-20;"Okres Krupina";0;0;0
2020-12-20;"Okres Levice";8;1;9
2020-12-20;"Okres Lučenec";17;3;20
2020-12-20;"Okres Michalovce";25;5;30
2020-12-20;"Okres Nitra";0;2;2
2020-12-20;"Okres Pezinok";4;2;6
2020-12-20;"Okres Poprad";41;4;45
2020-12-20;"Okres Revúca";46;2;48
2020-12-20;"Okres Ružomberok";344;22;366
2020-12-20;"Okres Senec";6;0;6
2020-12-20;"Okres Senica";21;1;22
2020-12-20;"Okres Skalica";3;0;3
2020-12-20;"Okres Snina";8;0;8
2020-12-20;"Okres Sobrance";1;1;1
2020-12-20;"Okres Spišská Nová Ves";25;3;28
2020-12-20;"Okres Stará Ľubovňa";12;0;12
2020-12-20;"Okres Šaľa";1;0;1
2020-12-20;"Okres Topoľčany";12;4;16
2020-12-20;"Okres Trebišov";22;2;24
2020-12-20;"Okres Trenčín";12147;272;12419
2020-12-20;"Okres Vranov nad Topľou";2;0;2
2020-12-20;"Okres Zvolen";13;5;18
2020-12-20;"Okres Žiar nad Hronom";0;0;0
2020-12-20;"Okres Žilina";503;66;569
2020-12-21;"Okres Bánovce nad Bebravou";363;77;440
2020-12-21;"Okres Banská Bystrica";583;21;604
2020-12-21;"Okres Bardejov";806;56;862
2020-12-21;"Okres Bratislava I";1151;47;1198
2020-12-21;"Okres Bratislava II";1295;81;1376
2020-12-21;"Okres Bratislava III";393;31;424
2020-12-21;"Okres Bratislava IV";725;32;757
2020-12-21;"Okres Bratislava V";7493;1533;9026
2020-12-21;"Okres Brezno";434;91;525
2020-12-21;"Okres Bytča";3857;436;4293
2020-12-21;"Okres Čadca";745;76;821
2020-12-21;"Okres Detva";261;51;312
2020-12-21;"Okres Dolný Kubín";802;21;823
2020-12-21;"Okres Dunajská Streda";944;86;1030
2020-12-21;"Okres Galanta";167;11;178
2020-12-21;"Okres Gelnica";289;31;320
2020-12-21;"Okres Hlohovec";43;2;45
2020-12-21;"Okres Humenné";1064;127;1191
2020-12-21;"Okres Ilava";395;42;437
2020-12-21;"Okres Kežmarok";451;84;535
2020-12-21;"Okres Komárno";623;55;678
2020-12-21;"Okres Košice I";4;0;4
2020-12-21;"Okres Košice II";2522;120;2642
2020-12-21;"Okres Košice IV";107;3;110
2020-12-21;"Okres Levice";1907;159;2066
2020-12-21;"Okres Levoča";1617;160;1777
2020-12-21;"Okres Liptovský Mikuláš";538;24;562
2020-12-21;"Okres Lučenec";856;51;907
2020-12-21;"Okres Malacky";4;2;6
2020-12-21;"Okres Martin";1695;88;1783
2020-12-21;"Okres Medzilaborce";180;17;197
2020-12-21;"Okres Michalovce";1232;166;1398
2020-12-21;"Okres Myjava";31;3;34
2020-12-21;"Okres Námestovo";413;26;439
2020-12-21;"Okres Nitra";633;92;725
2020-12-21;"Okres Nové Mesto nad Váhom";319;47;366
2020-12-21;"Okres Nové Zámky";1671;235;1906
2020-12-21;"Okres Partizánske";412;54;466
2020-12-21;"Okres Pezinok";419;26;445
2020-12-21;"Okres Piešťany";519;57;576
2020-12-21;"Okres Poprad";1974;121;2095
2020-12-21;"Okres Považská Bystrica";347;35;382
2020-12-21;"Okres Prešov";2022;138;2160
2020-12-21;"Okres Prievidza";1296;153;1449
2020-12-21;"Okres Púchov";249;31;280
2020-12-21;"Okres Revúca";436;13;449
2020-12-21;"Okres Rimavská Sobota";178;13;191
2020-12-21;"Okres Rožňava";422;12;434
2020-12-21;"Okres Ružomberok";6383;706;7089
2020-12-21;"Okres Sabinov";399;30;429
2020-12-21;"Okres Senec";463;27;490
2020-12-21;"Okres Senica";476;36;512
2020-12-21;"Okres Skalica";24;1;25
2020-12-21;"Okres Snina";699;56;755
2020-12-21;"Okres Sobrance";201;14;215
2020-12-21;"Okres Spišská Nová Ves";823;55;878
2020-12-21;"Okres Stará Ľubovňa";161;5;166
2020-12-21;"Okres Svidník";73;5;78
2020-12-21;"Okres Šaľa";12;0;12
2020-12-21;"Okres Topoľčany";848;139;987
2020-12-21;"Okres Trebišov";515;46;561
2020-12-21;"Okres Trenčín";9534;450;9984
2020-12-21;"Okres Trnava";1592;123;1715
2020-12-21;"Okres Turčianske Teplice";1393;72;1465
2020-12-21;"Okres Tvrdošín";643;69;712
2020-12-21;"Okres Veľký Krtíš";384;20;409
2020-12-21;"Okres Vranov nad Topľou";183;44;227
2020-12-21;"Okres Zlaté Moravce";188;28;216
2020-12-21;"Okres Zvolen";102;9;111
2020-12-21;"Okres Žarnovica";2245;256;2501
2020-12-21;"Okres Žiar nad Hronom";435;36;471
2020-12-21;"Okres Žilina";1047;95;1142
2020-12-22;"Okres Bánovce nad Bebravou";399;48;447
2020-12-22;"Okres Banská Bystrica";1286;107;1393
2020-12-22;"Okres Banská Štiavnica";693;54;747
2020-12-22;"Okres Bardejov";887;81;968
2020-12-22;"Okres Bratislava I";2597;39;2636
2020-12-22;"Okres Bratislava II";4047;229;4276
2020-12-22;"Okres Bratislava III";1734;79;1813
2020-12-22;"Okres Bratislava IV";1226;63;1289
2020-12-22;"Okres Bratislava V";1897;120;2017
2020-12-22;"Okres Brezno";486;63;549
2020-12-22;"Okres Bytča";262;43;305
2020-12-22;"Okres Čadca";1312;100;1412
2020-12-22;"Okres Detva";264;35;299
2020-12-22;"Okres Dolný Kubín";319;25;344
2020-12-22;"Okres Dunajská Streda";592;66;658
2020-12-22;"Okres Galanta";1069;119;1188
2020-12-22;"Okres Gelnica";306;21;327
2020-12-22;"Okres Hlohovec";377;33;410
2020-12-22;"Okres Humenné";1165;91;1256
2020-12-22;"Okres Ilava";417;54;471
2020-12-22;"Okres Kežmarok";307;33;340
2020-12-22;"Okres Komárno";1043;72;1115
2020-12-22;"Okres Košice I";577;20;597
2020-12-22;"Okres Košice II";987;48;1035
2020-12-22;"Okres Košice IV";390;38;428
2020-12-22;"Okres Krupina";3;0;3
2020-12-22;"Okres Kysucké Nové Mesto";3084;376;3460
2020-12-22;"Okres Levice";2532;172;2704
2020-12-22;"Okres Levoča";2055;119;2174
2020-12-22;"Okres Liptovský Mikuláš";427;32;459
2020-12-22;"Okres Lučenec";1033;56;1089
2020-12-22;"Okres Martin";1628;57;1686
2020-12-22;"Okres Medzilaborce";148;12;160
2020-12-22;"Okres Michalovce";2398;152;2550
2020-12-22;"Okres Myjava";329;21;350
2020-12-22;"Okres Námestovo";790;61;851
2020-12-22;"Okres Nitra";866;164;1030
2020-12-22;"Okres Nové Mesto nad Váhom";607;70;677
2020-12-22;"Okres Nové Zámky";1186;79;1265
2020-12-22;"Okres Partizánske";358;83;441
2020-12-22;"Okres Pezinok";1120;173;1293
2020-12-22;"Okres Piešťany";931;56;987
2020-12-22;"Okres Poprad";1161;97;1258
2020-12-22;"Okres Považská Bystrica";819;126;945
2020-12-22;"Okres Prešov";983;35;1018
2020-12-22;"Okres Prievidza";931;79;1010
2020-12-22;"Okres Púchov";289;22;311
2020-12-22;"Okres Revúca";826;37;863
2020-12-22;"Okres Rimavská Sobota";800;49;849
2020-12-22;"Okres Rožňava";536;17;553
2020-12-22;"Okres Ružomberok";8483;547;9030
2020-12-22;"Okres Sabinov";344;18;362
2020-12-22;"Okres Senec";466;17;483
2020-12-22;"Okres Senica";382;22;404
2020-12-22;"Okres Skalica";297;31;328
2020-12-22;"Okres Snina";664;40;704
2020-12-22;"Okres Sobrance";353;23;376
2020-12-22;"Okres Spišská Nová Ves";746;44;790
2020-12-22;"Okres Stará Ľubovňa";255;28;283
2020-12-22;"Okres Stropkov";2;0;2
2020-12-22;"Okres Svidník";335;38;373
2020-12-22;"Okres Šaľa";1315;61;1376
2020-12-22;"Okres Topoľčany";1675;218;1893
2020-12-22;"Okres Trebišov";772;46;818
2020-12-22;"Okres Trenčín";730;102;832
2020-12-22;"Okres Trnava";1228;81;1309
2020-12-22;"Okres Turčianske Teplice";174;19;193
2020-12-22;"Okres Tvrdošín";646;30;676
2020-12-22;"Okres Veľký Krtíš";411;30;444
2020-12-22;"Okres Vranov nad Topľou";394;63;457
2020-12-22;"Okres Zlaté Moravce";260;31;291
2020-12-22;"Okres Zvolen";433;31;464
2020-12-22;"Okres Žarnovica";2440;224;2664
2020-12-22;"Okres Žiar nad Hronom";590;61;651
2020-12-22;"Okres Žilina";2660;229;2889
2020-12-23;"Okres Bánovce nad Bebravou";380;56;436
2020-12-23;"Okres Banská Bystrica";2341;66;2407
2020-12-23;"Okres Banská Štiavnica";468;15;483
2020-12-23;"Okres Bardejov";461;18;479
2020-12-23;"Okres Bratislava I";1111;22;1133
2020-12-23;"Okres Bratislava II";4606;175;4781
2020-12-23;"Okres Bratislava III";1327;41;1368
2020-12-23;"Okres Bratislava IV";797;20;817
2020-12-23;"Okres Bratislava V";1662;65;1727
2020-12-23;"Okres Brezno";697;68;765
2020-12-23;"Okres Bytča";177;38;215
2020-12-23;"Okres Čadca";3428;218;3646
2020-12-23;"Okres Detva";230;46;276
2020-12-23;"Okres Dolný Kubín";3928;248;4176
2020-12-23;"Okres Dunajská Streda";1301;86;1387
2020-12-23;"Okres Galanta";962;81;1043
2020-12-23;"Okres Gelnica";289;8;297
2020-12-23;"Okres Hlohovec";83;5;88
2020-12-23;"Okres Humenné";1433;66;1499
2020-12-23;"Okres Ilava";603;51;654
2020-12-23;"Okres Kežmarok";586;63;649
2020-12-23;"Okres Komárno";1038;55;1093
2020-12-23;"Okres Košice I";909;20;929
2020-12-23;"Okres Košice II";1428;65;1493
2020-12-23;"Okres Košice IV";529;21;550
2020-12-23;"Okres Kysucké Nové Mesto";232;39;271
2020-12-23;"Okres Levice";2318;119;2437
2020-12-23;"Okres Levoča";2334;132;2466
2020-12-23;"Okres Liptovský Mikuláš";1864;116;1980
2020-12-23;"Okres Lučenec";1153;57;1210
2020-12-23;"Okres Malacky";335;16;351
2020-12-23;"Okres Martin";2618;93;2711
2020-12-23;"Okres Medzilaborce";241;9;250
2020-12-23;"Okres Michalovce";2068;98;2166
2020-12-23;"Okres Myjava";382;23;405
2020-12-23;"Okres Námestovo";539;38;577
2020-12-23;"Okres Nitra";476;67;543
2020-12-23;"Okres Nové Mesto nad Váhom";583;58;641
2020-12-23;"Okres Nové Zámky";8045;277;8322
2020-12-23;"Okres Partizánske";586;108;694
2020-12-23;"Okres Pezinok";1035;72;1107
2020-12-23;"Okres Piešťany";595;37;632
2020-12-23;"Okres Poprad";1291;65;1356
2020-12-23;"Okres Považská Bystrica";906;99;1005
2020-12-23;"Okres Prešov";2064;84;2148
2020-12-23;"Okres Prievidza";843;64;907
2020-12-23;"Okres Púchov";282;22;304
2020-12-23;"Okres Revúca";874;25;899
2020-12-23;"Okres Rimavská Sobota";574;19;593
2020-12-23;"Okres Rožňava";315;10;325
2020-12-23;"Okres Ružomberok";7111;439;7550
2020-12-23;"Okres Sabinov";336;19;355
2020-12-23;"Okres Senec";465;13;478
2020-12-23;"Okres Senica";348;25;373
2020-12-23;"Okres Skalica";842;39;881
2020-12-23;"Okres Snina";392;24;416
2020-12-23;"Okres Sobrance";323;24;347
2020-12-23;"Okres Spišská Nová Ves";376;21;397
2020-12-23;"Okres Stará Ľubovňa";351;227;578
2020-12-23;"Okres Stropkov";8;0;8
2020-12-23;"Okres Svidník";146;18;164
2020-12-23;"Okres Šaľa";151;13;164
2020-12-23;"Okres Topoľčany";805;65;870
2020-12-23;"Okres Trebišov";936;52;988
2020-12-23;"Okres Trenčín";927;79;1006
2020-12-23;"Okres Trnava";2156;101;2258
2020-12-23;"Okres Turčianske Teplice";183;6;189
2020-12-23;"Okres Tvrdošín";774;37;811
2020-12-23;"Okres Veľký Krtíš";558;23;581
2020-12-23;"Okres Vranov nad Topľou";494;50;544
2020-12-23;"Okres Zlaté Moravce";229;35;264
2020-12-23;"Okres Zvolen";384;20;404
2020-12-23;"Okres Žarnovica";1146;83;1229
2020-12-23;"Okres Žiar nad Hronom";824;36;860
2020-12-23;"Okres Žilina";2074;128;2202
2020-12-24;"Okres Bánovce nad Bebravou";0;0;0
2020-12-24;"Okres Banská Bystrica";902;31;933
2020-12-24;"Okres Bardejov";3;0;3
2020-12-24;"Okres Bratislava I";321;9;330
2020-12-24;"Okres Bratislava II";2117;108;2225
2020-12-24;"Okres Bratislava III";167;12;179
2020-12-24;"Okres Bratislava V";1300;33;1333
2020-12-24;"Okres Čadca";415;27;442
2020-12-24;"Okres Detva";4;2;6
2020-12-24;"Okres Dunajská Streda";479;39;518
2020-12-24;"Okres Galanta";847;73;920
2020-12-24;"Okres Humenné";3;0;3
2020-12-24;"Okres Ilava";283;51;334
2020-12-24;"Okres Kežmarok";222;29;251
2020-12-24;"Okres Komárno";459;21;480
2020-12-24;"Okres Košice I";369;16;385
2020-12-24;"Okres Košice II";65;3;68
2020-12-24;"Okres Košice IV";148;2;150
2020-12-24;"Okres Levice";698;55;753
2020-12-24;"Okres Levoča";223;12;235
2020-12-24;"Okres Liptovský Mikuláš";124;13;137
2020-12-24;"Okres Lučenec";321;18;339
2020-12-24;"Okres Michalovce";351;36;387
2020-12-24;"Okres Myjava";90;3;93
2020-12-24;"Okres Nitra";254;39;293
2020-12-24;"Okres Nové Mesto nad Váhom";505;52;557
2020-12-24;"Okres Partizánske";395;53;448
2020-12-24;"Okres Pezinok";445;15;460
2020-12-24;"Okres Poprad";214;17;231
2020-12-24;"Okres Považská Bystrica";600;67;667
2020-12-24;"Okres Prievidza";261;10;271
2020-12-24;"Okres Púchov";39;0;39
2020-12-24;"Okres Revúca";446;14;460
2020-12-24;"Okres Rimavská Sobota";1286;44;1330
2020-12-24;"Okres Ružomberok";760;21;781
2020-12-24;"Okres Sabinov";146;5;151
2020-12-24;"Okres Senica";10;0;10
2020-12-24;"Okres Snina";15;1;16
2020-12-24;"Okres Sobrance";154;4;158
2020-12-24;"Okres Spišská Nová Ves";370;29;399
2020-12-24;"Okres Stará Ľubovňa";43;1;44
2020-12-24;"Okres Svidník";148;5;153
2020-12-24;"Okres Topoľčany";449;60;509
2020-12-24;"Okres Trebišov";13;0;13
2020-12-24;"Okres Trenčín";282;30;312
2020-12-24;"Okres Turčianske Teplice";1;0;1
2020-12-24;"Okres Vranov nad Topľou";197;15;212
2020-12-24;"Okres Zlaté Moravce";1;1;1
2020-12-24;"Okres Zvolen";277;17;294
2020-12-24;"Okres Žarnovica";3;0;3
2020-12-24;"Okres Žiar nad Hronom";435;9;444
2020-12-24;"Okres Žilina";457;34;491
2020-12-25;"Okres Bánovce nad Bebravou";1;0;1
2020-12-25;"Okres Banská Bystrica";8;0;8
2020-12-25;"Okres Bardejov";15;3;18
2020-12-25;"Okres Bratislava I";32;5;37
2020-12-25;"Okres Bratislava II";33;5;38
2020-12-25;"Okres Bratislava III";332;17;349
2020-12-25;"Okres Bratislava V";24;3;27
2020-12-25;"Okres Brezno";0;1;1
2020-12-25;"Okres Čadca";68;7;75
2020-12-25;"Okres Detva";8;1;9
2020-12-25;"Okres Dunajská Streda";18;2;20
2020-12-25;"Okres Galanta";0;0;0
2020-12-25;"Okres Hlohovec";10;0;10
2020-12-25;"Okres Humenné";1;0;1
2020-12-25;"Okres Komárno";13;6;19
2020-12-25;"Okres Košice II";70;1;71
2020-12-25;"Okres Levice";22;0;22
2020-12-25;"Okres Levoča";3;0;3
2020-12-25;"Okres Lučenec";21;1;22
2020-12-25;"Okres Malacky";30;7;37
2020-12-25;"Okres Martin";6;0;6
2020-12-25;"Okres Michalovce";21;2;23
2020-12-25;"Okres Myjava";36;1;37
2020-12-25;"Okres Nitra";9;5;14
2020-12-25;"Okres Partizánske";20;6;26
2020-12-25;"Okres Pezinok";9;1;10
2020-12-25;"Okres Piešťany";8;1;9
2020-12-25;"Okres Poprad";218;7;225
2020-12-25;"Okres Prešov";23;0;23
2020-12-25;"Okres Revúca";43;3;46
2020-12-25;"Okres Ružomberok";6;2;8
2020-12-25;"Okres Skalica";6;0;6
2020-12-25;"Okres Snina";7;1;8
2020-12-25;"Okres Sobrance";4;0;4
2020-12-25;"Okres Spišská Nová Ves";19;5;24
2020-12-25;"Okres Stará Ľubovňa";13;3;16
2020-12-25;"Okres Topoľčany";16;0;16
2020-12-25;"Okres Trebišov";26;2;28
2020-12-25;"Okres Trenčín";268;40;308
2020-12-25;"Okres Trnava";7;2;9
2020-12-25;"Okres Zvolen";0;0;0
2020-12-25;"Okres Žarnovica";1;0;1
2020-12-25;"Okres Žiar nad Hronom";212;4;216
2020-12-25;"Okres Žilina";31;1;32
2020-12-26;"Okres Bánovce nad Bebravou";2;0;2
2020-12-26;"Okres Banská Bystrica";30;5;35
2020-12-26;"Okres Bratislava I";37;0;37
2020-12-26;"Okres Bratislava II";364;29;393
2020-12-26;"Okres Bratislava III";50;1;51
2020-12-26;"Okres Bratislava IV";7;1;8
2020-12-26;"Okres Bratislava V";299;13;312
2020-12-26;"Okres Čadca";36;6;42
2020-12-26;"Okres Dunajská Streda";37;0;37
2020-12-26;"Okres Humenné";0;0;0
2020-12-26;"Okres Ilava";9;5;14
2020-12-26;"Okres Kežmarok";6;0;6
2020-12-26;"Okres Komárno";22;6;28
2020-12-26;"Okres Košice II";91;2;93
2020-12-26;"Okres Krupina";20;14;34
2020-12-26;"Okres Levice";258;41;299
2020-12-26;"Okres Levoča";18;0;18
2020-12-26;"Okres Liptovský Mikuláš";391;34;425
2020-12-26;"Okres Lučenec";80;3;83
2020-12-26;"Okres Michalovce";41;10;51
2020-12-26;"Okres Myjava";32;0;32
2020-12-26;"Okres Nitra";2;3;5
2020-12-26;"Okres Nové Mesto nad Váhom";1;2;3
2020-12-26;"Okres Pezinok";3;5;8
2020-12-26;"Okres Piešťany";7;0;7
2020-12-26;"Okres Poltár";0;1;1
2020-12-26;"Okres Poprad";107;7;114
2020-12-26;"Okres Považská Bystrica";1;0;1
2020-12-26;"Okres Púchov";28;0;28
2020-12-26;"Okres Revúca";5;0;5
2020-12-26;"Okres Rožňava";86;1;87
2020-12-26;"Okres Ružomberok";12;7;19
2020-12-26;"Okres Snina";7;1;8
2020-12-26;"Okres Sobrance";5;0;5
2020-12-26;"Okres Spišská Nová Ves";26;10;36
2020-12-26;"Okres Stará Ľubovňa";18;4;22
2020-12-26;"Okres Topoľčany";15;6;21
2020-12-26;"Okres Trebišov";25;0;25
2020-12-26;"Okres Trenčín";1;3;4
2020-12-26;"Okres Trnava";0;1;1
2020-12-26;"Okres Turčianske Teplice";3;0;3
2020-12-26;"Okres Vranov nad Topľou";20;0;20
2020-12-26;"Okres Zvolen";17;6;23
2020-12-26;"Okres Žiar nad Hronom";121;4;125
2020-12-26;"Okres Žilina";76;1;77
2020-12-27;"Okres Banská Bystrica";11;0;11
2020-12-27;"Okres Bardejov";45;12;57
2020-12-27;"Okres Bratislava I";28;0;28
2020-12-27;"Okres Bratislava II";451;63;514
2020-12-27;"Okres Bratislava III";51;7;58
2020-12-27;"Okres Bratislava IV";1;0;1
2020-12-27;"Okres Bratislava V";23;2;25
2020-12-27;"Okres Čadca";111;6;117
2020-12-27;"Okres Dunajská Streda";2;0;2
2020-12-27;"Okres Galanta";5;2;7
2020-12-27;"Okres Hlohovec";2;0;2
2020-12-27;"Okres Humenné";16;0;16
2020-12-27;"Okres Ilava";5;0;5
2020-12-27;"Okres Kežmarok";19;1;20
2020-12-27;"Okres Komárno";24;6;30
2020-12-27;"Okres Košice IV";47;0;47
2020-12-27;"Okres Krupina";1;0;1
2020-12-27;"Okres Kysucké Nové Mesto";1;0;1
2020-12-27;"Okres Levice";6;0;6
2020-12-27;"Okres Levoča";1;0;1
2020-12-27;"Okres Liptovský Mikuláš";538;70;608
2020-12-27;"Okres Lučenec";97;6;103
2020-12-27;"Okres Malacky";4;0;4
2020-12-27;"Okres Michalovce";43;6;49
2020-12-27;"Okres Nitra";5;1;6
2020-12-27;"Okres Pezinok";25;0;25
2020-12-27;"Okres Piešťany";1;0;1
2020-12-27;"Okres Poprad";733;30;763
2020-12-27;"Okres Považská Bystrica";1;0;1
2020-12-27;"Okres Púchov";36;0;36
2020-12-27;"Okres Revúca";24;2;26
2020-12-27;"Okres Ružomberok";8;4;12
2020-12-27;"Okres Sabinov";12;1;13
2020-12-27;"Okres Senec";5;1;6
2020-12-27;"Okres Skalica";8;0;8
