"Date";"Region";"Region_code";"Vaccine_name";"first_dose";"second_dose";"third_dose"
2022-02-08;"Žilinský kraj";"SK031";"Comirnaty koncentrát na injekčnú disperziu";46;158;259
2022-02-08;"Žilinský kraj";"SK031";"Spikevax injekčná disperzia (pôvodne COVID-19 Vaccine Moderna)dis inj 10x5 ml (liek.inj.skl.)";3;5;22
2022-02-07;"Banskobystrický kraj";"SK032";"Comirnaty 10 mikrogramov/dávka koncentrát na injekčnú disperziu, con dsi 10x1,3 ml (liek.inj.skl.)";0;2;0
2022-02-07;"Banskobystrický kraj";"SK032";"Comirnaty koncentrát na injekčnú disperziu";24;58;132
2022-02-07;"Banskobystrický kraj";"SK032";"COVID-19 Vaccine Janssen injekčná suspenzia sus inj 10x2,5 ml (liek.inj.skl.)";8;0;0
2022-02-07;"Banskobystrický kraj";"SK032";"Spikevax injekčná disperzia (pôvodne COVID-19 Vaccine Moderna)dis inj 10x5 ml (liek.inj.skl.)";3;2;13
2022-02-07;"Bratislavský kraj";"SK010";"Comirnaty 10 mikrogramov/dávka koncentrát na injekčnú disperziu, con dsi 10x1,3 ml (liek.inj.skl.)";19;347;0
2022-02-07;"Bratislavský kraj";"SK010";"Comirnaty koncentrát na injekčnú disperziu";137;865;264
2022-02-07;"Bratislavský kraj";"SK010";"COVID-19 Vaccine Janssen injekčná suspenzia sus inj 10x2,5 ml (liek.inj.skl.)";12;0;22
2022-02-07;"Bratislavský kraj";"SK010";"Spikevax injekčná disperzia (pôvodne COVID-19 Vaccine Moderna)dis inj 10x5 ml (liek.inj.skl.)";2;8;67
2022-02-07;"Košický kraj";"SK042";"Comirnaty koncentrát na injekčnú disperziu";21;128;351
2022-02-07;"Košický kraj";"SK042";"COVID-19 Vaccine Janssen injekčná suspenzia sus inj 10x2,5 ml (liek.inj.skl.)";8;0;9
2022-02-07;"Nitriansky kraj";"SK023";"Comirnaty 10 mikrogramov/dávka koncentrát na injekčnú disperziu, con dsi 10x1,3 ml (liek.inj.skl.)";0;10;0
2022-02-07;"Nitriansky kraj";"SK023";"Comirnaty koncentrát na injekčnú disperziu";41;203;397
2022-02-07;"Prešovský kraj";"SK041";"Comirnaty koncentrát na injekčnú disperziu";21;162;253
2022-02-07;"Prešovský kraj";"SK041";"COVID-19 Vaccine Janssen injekčná suspenzia sus inj 10x2,5 ml (liek.inj.skl.)";0;0;1
2022-02-07;"Prešovský kraj";"SK041";"Spikevax injekčná disperzia (pôvodne COVID-19 Vaccine Moderna)dis inj 10x5 ml (liek.inj.skl.)";4;10;56
2022-02-07;"Trenčiansky kraj";"SK022";"Comirnaty koncentrát na injekčnú disperziu";9;91;182
2022-02-07;"Trenčiansky kraj";"SK022";"COVID-19 Vaccine Janssen injekčná suspenzia sus inj 10x2,5 ml (liek.inj.skl.)";0;0;6
2022-02-07;"Trenčiansky kraj";"SK022";"Spikevax injekčná disperzia (pôvodne COVID-19 Vaccine Moderna)dis inj 10x5 ml (liek.inj.skl.)";1;4;24
2022-02-07;"Trnavský kraj";"SK021";"Comirnaty koncentrát na injekčnú disperziu";12;178;240
2022-02-07;"Žilinský kraj";"SK031";"Comirnaty 10 mikrogramov/dávka koncentrát na injekčnú disperziu, con dsi 10x1,3 ml (liek.inj.skl.)";14;31;0
2022-02-07;"Žilinský kraj";"SK031";"Comirnaty koncentrát na injekčnú disperziu";27;155;393
2022-02-07;"Žilinský kraj";"SK031";"Spikevax injekčná disperzia (pôvodne COVID-19 Vaccine Moderna)dis inj 10x5 ml (liek.inj.skl.)";1;5;37
2022-02-06;"Banskobystrický kraj";"SK032";"Comirnaty koncentrát na injekčnú disperziu";2;1;3
2022-02-06;"Bratislavský kraj";"SK010";"Comirnaty koncentrát na injekčnú disperziu";21;55;116
2022-02-06;"Bratislavský kraj";"SK010";"Spikevax injekčná disperzia (pôvodne COVID-19 Vaccine Moderna)dis inj 10x5 ml (liek.inj.skl.)";2;5;48
2022-02-06;"Košický kraj";"SK042";"Comirnaty 10 mikrogramov/dávka koncentrát na injekčnú disperziu, con dsi 10x1,3 ml (liek.inj.skl.)";36;47;0
2022-02-06;"Košický kraj";"SK042";"Comirnaty koncentrát na injekčnú disperziu";28;141;120
2022-02-06;"Košický kraj";"SK042";"COVID-19 Vaccine Janssen injekčná suspenzia sus inj 10x2,5 ml (liek.inj.skl.)";4;0;13
2022-02-06;"Košický kraj";"SK042";"Spikevax injekčná disperzia (pôvodne COVID-19 Vaccine Moderna)dis inj 10x5 ml (liek.inj.skl.)";0;11;57
2022-02-06;"Nitriansky kraj";"SK023";"Comirnaty 10 mikrogramov/dávka koncentrát na injekčnú disperziu, con dsi 10x1,3 ml (liek.inj.skl.)";10;18;0
2022-02-06;"Nitriansky kraj";"SK023";"Comirnaty koncentrát na injekčnú disperziu";11;20;60
2022-02-06;"Prešovský kraj";"SK041";"Comirnaty koncentrát na injekčnú disperziu";7;16;93
2022-02-06;"Prešovský kraj";"SK041";"COVID-19 Vaccine Janssen injekčná suspenzia sus inj 10x2,5 ml (liek.inj.skl.)";14;0;7
2022-02-06;"Trenčiansky kraj";"SK022";"Comirnaty koncentrát na injekčnú disperziu";3;0;29
2022-02-06;"Trnavský kraj";"SK021";"Comirnaty 10 mikrogramov/dávka koncentrát na injekčnú disperziu, con dsi 10x1,3 ml (liek.inj.skl.)";38;245;0
2022-02-06;"Trnavský kraj";"SK021";"Comirnaty koncentrát na injekčnú disperziu";52;104;183
2022-02-06;"Trnavský kraj";"SK021";"COVID-19 Vaccine Janssen injekčná suspenzia sus inj 10x2,5 ml (liek.inj.skl.)";27;0;178
2022-02-06;"Žilinský kraj";"SK031";"Comirnaty koncentrát na injekčnú disperziu";2;9;17
2022-02-05;"Banskobystrický kraj";"SK032";"Comirnaty koncentrát na injekčnú disperziu";3;6;14
2022-02-05;"Bratislavský kraj";"SK010";"Comirnaty koncentrát na injekčnú disperziu";42;217;753
2022-02-05;"Bratislavský kraj";"SK010";"Spikevax injekčná disperzia (pôvodne COVID-19 Vaccine Moderna)dis inj 10x5 ml (liek.inj.skl.)";1;13;89
2022-02-05;"Košický kraj";"SK042";"Comirnaty koncentrát na injekčnú disperziu";18;37;130
2022-02-05;"Košický kraj";"SK042";"Spikevax injekčná disperzia (pôvodne COVID-19 Vaccine Moderna)dis inj 10x5 ml (liek.inj.skl.)";0;1;7
2022-02-05;"Nitriansky kraj";"SK023";"Comirnaty 10 mikrogramov/dávka koncentrát na injekčnú disperziu, con dsi 10x1,3 ml (liek.inj.skl.)";10;35;0
2022-02-05;"Nitriansky kraj";"SK023";"Comirnaty koncentrát na injekčnú disperziu";44;193;217
2022-02-05;"Nitriansky kraj";"SK023";"COVID-19 Vaccine Janssen injekčná suspenzia sus inj 10x2,5 ml (liek.inj.skl.)";10;0;36
2022-02-05;"Nitriansky kraj";"SK023";"Spikevax injekčná disperzia (pôvodne COVID-19 Vaccine Moderna)dis inj 10x5 ml (liek.inj.skl.)";4;25;137
2022-02-05;"Prešovský kraj";"SK041";"Comirnaty koncentrát na injekčnú disperziu";18;50;157
2022-02-05;"Prešovský kraj";"SK041";"COVID-19 Vaccine Janssen injekčná suspenzia sus inj 10x2,5 ml (liek.inj.skl.)";22;0;25
2022-02-05;"Trenčiansky kraj";"SK022";"Comirnaty 10 mikrogramov/dávka koncentrát na injekčnú disperziu, con dsi 10x1,3 ml (liek.inj.skl.)";2;15;39
2022-02-05;"Trenčiansky kraj";"SK022";"Comirnaty koncentrát na injekčnú disperziu";8;26;104
2022-02-05;"Trenčiansky kraj";"SK022";"Spikevax injekčná disperzia (pôvodne COVID-19 Vaccine Moderna)dis inj 10x5 ml (liek.inj.skl.)";0;0;0
2022-02-05;"Trnavský kraj";"SK021";"Comirnaty 10 mikrogramov/dávka koncentrát na injekčnú disperziu, con dsi 10x1,3 ml (liek.inj.skl.)";14;83;0
2022-02-05;"Trnavský kraj";"SK021";"Comirnaty koncentrát na injekčnú disperziu";15;28;173
2022-02-05;"Žilinský kraj";"SK031";"Comirnaty koncentrát na injekčnú disperziu";8;17;35
2022-02-04;"Banskobystrický kraj";"SK032";"Comirnaty koncentrát na injekčnú disperziu";96;306;511
2022-02-04;"Banskobystrický kraj";"SK032";"COVID-19 Vaccine Janssen injekčná suspenzia sus inj 10x2,5 ml (liek.inj.skl.)";9;0;32
2022-02-04;"Banskobystrický kraj";"SK032";"COVID-19 Vaccine Janssen injekčná suspenzia sus inj 20x2,5 ml (liek.inj.skl.)";2;0;2
2022-02-04;"Banskobystrický kraj";"SK032";"Spikevax injekčná disperzia (pôvodne COVID-19 Vaccine Moderna)dis inj 10x5 ml (liek.inj.skl.)";5;33;113
2022-02-04;"Bratislavský kraj";"SK010";"Comirnaty koncentrát na injekčnú disperziu";163;254;927
2022-02-04;"Bratislavský kraj";"SK010";"COVID-19 Vaccine Janssen injekčná suspenzia sus inj 10x2,5 ml (liek.inj.skl.)";3;0;42
2022-02-04;"Bratislavský kraj";"SK010";"Spikevax injekčná disperzia (pôvodne COVID-19 Vaccine Moderna)dis inj 10x5 ml (liek.inj.skl.)";7;39;228
2022-02-04;"Košický kraj";"SK042";"Comirnaty 10 mikrogramov/dávka koncentrát na injekčnú disperziu, con dsi 10x1,3 ml (liek.inj.skl.)";31;93;0
2022-02-04;"Košický kraj";"SK042";"Comirnaty koncentrát na injekčnú disperziu";58;224;688
2022-02-04;"Košický kraj";"SK042";"COVID-19 Vaccine Janssen injekčná suspenzia sus inj 10x2,5 ml (liek.inj.skl.)";13;0;22
2022-02-04;"Nitriansky kraj";"SK023";"Comirnaty 10 mikrogramov/dávka koncentrát na injekčnú disperziu, con dsi 10x1,3 ml (liek.inj.skl.)";8;47;0
2022-02-04;"Nitriansky kraj";"SK023";"Comirnaty 10 mikrogramov/dávka koncentrát na injekčnú disperziu, con dsi 195x1,3 ml (liek.inj.skl.)";4;10;0
2022-02-04;"Nitriansky kraj";"SK023";"Comirnaty koncentrát na injekčnú disperziu";67;209;675
2022-02-04;"Prešovský kraj";"SK041";"Comirnaty 10 mikrogramov/dávka koncentrát na injekčnú disperziu, con dsi 10x1,3 ml (liek.inj.skl.)";0;2;0
2022-02-04;"Prešovský kraj";"SK041";"Comirnaty koncentrát na injekčnú disperziu";63;241;638
2022-02-04;"Prešovský kraj";"SK041";"COVID-19 Vaccine Janssen injekčná suspenzia sus inj 10x2,5 ml (liek.inj.skl.)";21;0;7
2022-02-04;"Prešovský kraj";"SK041";"Spikevax injekčná disperzia (pôvodne COVID-19 Vaccine Moderna)dis inj 10x5 ml (liek.inj.skl.)";2;24;129
2022-02-04;"Trenčiansky kraj";"SK022";"Comirnaty 10 mikrogramov/dávka koncentrát na injekčnú disperziu, con dsi 10x1,3 ml (liek.inj.skl.)";43;84;56
2022-02-04;"Trenčiansky kraj";"SK022";"Comirnaty koncentrát na injekčnú disperziu";55;162;503
2022-02-04;"Trenčiansky kraj";"SK022";"COVID-19 Vaccine Janssen injekčná suspenzia sus inj 10x2,5 ml (liek.inj.skl.)";1;0;1
2022-02-04;"Trenčiansky kraj";"SK022";"Spikevax injekčná disperzia (pôvodne COVID-19 Vaccine Moderna)dis inj 10x5 ml (liek.inj.skl.)";7;16;125
2022-02-04;"Trnavský kraj";"SK021";"Comirnaty 10 mikrogramov/dávka koncentrát na injekčnú disperziu, con dsi 10x1,3 ml (liek.inj.skl.)";19;8;0
2022-02-04;"Trnavský kraj";"SK021";"Comirnaty 10 mikrogramov/dávka koncentrát na injekčnú disperziu, con dsi 195x1,3 ml (liek.inj.skl.)";0;0;0
2022-02-04;"Trnavský kraj";"SK021";"Comirnaty koncentrát na injekčnú disperziu";49;100;543
2022-02-04;"Trnavský kraj";"SK021";"Spikevax injekčná disperzia (pôvodne COVID-19 Vaccine Moderna)dis inj 10x5 ml (liek.inj.skl.)";4;2;172
2022-02-04;"Žilinský kraj";"SK031";"Comirnaty 10 mikrogramov/dávka koncentrát na injekčnú disperziu, con dsi 10x1,3 ml (liek.inj.skl.)";24;44;0
2022-02-04;"Žilinský kraj";"SK031";"Comirnaty 10 mikrogramov/dávka koncentrát na injekčnú disperziu, con dsi 195x1,3 ml (liek.inj.skl.)";0;0;0
2022-02-04;"Žilinský kraj";"SK031";"Comirnaty koncentrát na injekčnú disperziu";41;139;607
2022-02-03;"Banskobystrický kraj";"SK032";"Comirnaty 10 mikrogramov/dávka koncentrát na injekčnú disperziu, con dsi 195x1,3 ml (liek.inj.skl.)";9;10;0
2022-02-03;"Banskobystrický kraj";"SK032";"Comirnaty koncentrát na injekčnú disperziu";75;169;555
2022-02-03;"Banskobystrický kraj";"SK032";"COVID-19 Vaccine Janssen injekčná suspenzia sus inj 10x2,5 ml (liek.inj.skl.)";11;0;39
2022-02-03;"Bratislavský kraj";"SK010";"Comirnaty 10 mikrogramov/dávka koncentrát na injekčnú disperziu, con dsi 195x1,3 ml (liek.inj.skl.)";1;4;54
2022-02-03;"Bratislavský kraj";"SK010";"Comirnaty koncentrát na injekčnú disperziu";66;206;572
2022-02-03;"Bratislavský kraj";"SK010";"COVID-19 Vaccine Janssen injekčná suspenzia sus inj 10x2,5 ml (liek.inj.skl.)";5;0;35
2022-02-03;"Bratislavský kraj";"SK010";"Spikevax injekčná disperzia (pôvodne COVID-19 Vaccine Moderna)dis inj 10x5 ml (liek.inj.skl.)";3;41;117
2022-02-03;"Košický kraj";"SK042";"Comirnaty 10 mikrogramov/dávka koncentrát na injekčnú disperziu, con dsi 10x1,3 ml (liek.inj.skl.)";32;134;0
2022-02-03;"Košický kraj";"SK042";"Comirnaty koncentrát na injekčnú disperziu";45;115;398
2022-02-03;"Košický kraj";"SK042";"COVID-19 Vaccine Janssen injekčná suspenzia sus inj 10x2,5 ml (liek.inj.skl.)";14;0;12
2022-02-03;"Košický kraj";"SK042";"Spikevax injekčná disperzia (pôvodne COVID-19 Vaccine Moderna)dis inj 10x5 ml (liek.inj.skl.)";0;4;42
2022-02-03;"Nitriansky kraj";"SK023";"Comirnaty 10 mikrogramov/dávka koncentrát na injekčnú disperziu, con dsi 10x1,3 ml (liek.inj.skl.)";2;63;0
2022-02-03;"Nitriansky kraj";"SK023";"Comirnaty koncentrát na injekčnú disperziu";47;158;411
2022-02-03;"Prešovský kraj";"SK041";"Comirnaty 10 mikrogramov/dávka koncentrát na injekčnú disperziu, con dsi 10x1,3 ml (liek.inj.skl.)";10;1;0
2022-02-03;"Prešovský kraj";"SK041";"Comirnaty koncentrát na injekčnú disperziu";63;242;573
2022-02-03;"Prešovský kraj";"SK041";"COVID-19 Vaccine Janssen injekčná suspenzia sus inj 10x2,5 ml (liek.inj.skl.)";8;0;2
2022-02-03;"Prešovský kraj";"SK041";"Spikevax injekčná disperzia (pôvodne COVID-19 Vaccine Moderna)dis inj 10x5 ml (liek.inj.skl.)";1;2;35
2022-02-03;"Trenčiansky kraj";"SK022";"Comirnaty 10 mikrogramov/dávka koncentrát na injekčnú disperziu, con dsi 10x1,3 ml (liek.inj.skl.)";8;115;31
2022-02-03;"Trenčiansky kraj";"SK022";"Comirnaty koncentrát na injekčnú disperziu";42;180;196
2022-02-03;"Trenčiansky kraj";"SK022";"COVID-19 Vaccine Janssen injekčná suspenzia sus inj 10x2,5 ml (liek.inj.skl.)";1;0;0
2022-02-03;"Trenčiansky kraj";"SK022";"Spikevax injekčná disperzia (pôvodne COVID-19 Vaccine Moderna)dis inj 10x5 ml (liek.inj.skl.)";0;1;41
2022-02-03;"Trnavský kraj";"SK021";"Comirnaty koncentrát na injekčnú disperziu";36;91;334
2022-02-03;"Trnavský kraj";"SK021";"COVID-19 Vaccine Janssen injekčná suspenzia sus inj 10x2,5 ml (liek.inj.skl.)";1;0;1
2022-02-03;"Trnavský kraj";"SK021";"Spikevax injekčná disperzia (pôvodne COVID-19 Vaccine Moderna)dis inj 10x5 ml (liek.inj.skl.)";3;4;161
2022-02-03;"Žilinský kraj";"SK031";"Comirnaty 10 mikrogramov/dávka koncentrát na injekčnú disperziu, con dsi 10x1,3 ml (liek.inj.skl.)";13;6;0
2022-02-03;"Žilinský kraj";"SK031";"Comirnaty koncentrát na injekčnú disperziu";84;220;370
2022-02-03;"Žilinský kraj";"SK031";"COVID-19 Vaccine Janssen injekčná suspenzia sus inj 10x2,5 ml (liek.inj.skl.)";12;0;25
2022-02-03;"Žilinský kraj";"SK031";"COVID-19 Vaccine Janssen injekčná suspenzia sus inj 20x2,5 ml (liek.inj.skl.)";12;0;34
2022-02-03;"Žilinský kraj";"SK031";"Spikevax injekčná disperzia (pôvodne COVID-19 Vaccine Moderna)dis inj 10x5 ml (liek.inj.skl.)";3;4;29
2022-02-02;"Banskobystrický kraj";"SK032";"Comirnaty 10 mikrogramov/dávka koncentrát na injekčnú disperziu, con dsi 10x1,3 ml (liek.inj.skl.)";1;5;65
2022-02-02;"Banskobystrický kraj";"SK032";"Comirnaty koncentrát na injekčnú disperziu";58;112;298
2022-02-02;"Banskobystrický kraj";"SK032";"COVID-19 Vaccine Janssen injekčná suspenzia sus inj 10x2,5 ml (liek.inj.skl.)";15;0;68
2022-02-02;"Banskobystrický kraj";"SK032";"Spikevax injekčná disperzia (pôvodne COVID-19 Vaccine Moderna)dis inj 10x5 ml (liek.inj.skl.)";2;5;88
2022-02-02;"Bratislavský kraj";"SK010";"Comirnaty 10 mikrogramov/dávka koncentrát na injekčnú disperziu, con dsi 10x1,3 ml (liek.inj.skl.)";39;270;0
2022-02-02;"Bratislavský kraj";"SK010";"Comirnaty koncentrát na injekčnú disperziu";35;125;498
2022-02-02;"Bratislavský kraj";"SK010";"COVID-19 Vaccine Janssen injekčná suspenzia sus inj 10x2,5 ml (liek.inj.skl.)";18;0;30
2022-02-02;"Bratislavský kraj";"SK010";"Spikevax injekčná disperzia (pôvodne COVID-19 Vaccine Moderna)dis inj 10x5 ml (liek.inj.skl.)";5;43;218
2022-02-02;"Košický kraj";"SK042";"Comirnaty 10 mikrogramov/dávka koncentrát na injekčnú disperziu, con dsi 10x1,3 ml (liek.inj.skl.)";1;16;0
2022-02-02;"Košický kraj";"SK042";"Comirnaty koncentrát na injekčnú disperziu";112;228;368
2022-02-02;"Košický kraj";"SK042";"COVID-19 Vaccine Janssen injekčná suspenzia sus inj 10x2,5 ml (liek.inj.skl.)";13;0;18
2022-02-02;"Nitriansky kraj";"SK023";"Comirnaty 10 mikrogramov/dávka koncentrát na injekčnú disperziu, con dsi 10x1,3 ml (liek.inj.skl.)";17;43;0
2022-02-02;"Nitriansky kraj";"SK023";"Comirnaty koncentrát na injekčnú disperziu";30;118;239
2022-02-02;"Prešovský kraj";"SK041";"Comirnaty 10 mikrogramov/dávka koncentrát na injekčnú disperziu, con dsi 195x1,3 ml (liek.inj.skl.)";35;80;71
2022-02-02;"Prešovský kraj";"SK041";"Comirnaty koncentrát na injekčnú disperziu";77;216;350
2022-02-02;"Prešovský kraj";"SK041";"COVID-19 Vaccine Janssen injekčná suspenzia sus inj 10x2,5 ml (liek.inj.skl.)";4;0;1
2022-02-02;"Prešovský kraj";"SK041";"Spikevax injekčná disperzia (pôvodne COVID-19 Vaccine Moderna)dis inj 10x5 ml (liek.inj.skl.)";1;7;24
2022-02-02;"Trenčiansky kraj";"SK022";"Comirnaty 10 mikrogramov/dávka koncentrát na injekčnú disperziu, con dsi 10x1,3 ml (liek.inj.skl.)";11;1;0
2022-02-02;"Trenčiansky kraj";"SK022";"Comirnaty koncentrát na injekčnú disperziu";24;105;263
2022-02-02;"Trenčiansky kraj";"SK022";"Spikevax injekčná disperzia (pôvodne COVID-19 Vaccine Moderna)dis inj 10x5 ml (liek.inj.skl.)";1;5;60
2022-02-02;"Trnavský kraj";"SK021";"Comirnaty koncentrát na injekčnú disperziu";31;103;218
2022-02-02;"Trnavský kraj";"SK021";"Spikevax injekčná disperzia (pôvodne COVID-19 Vaccine Moderna)dis inj 10x5 ml (liek.inj.skl.)";11;17;147
2022-02-02;"Žilinský kraj";"SK031";"Comirnaty 10 mikrogramov/dávka koncentrát na injekčnú disperziu, con dsi 10x1,3 ml (liek.inj.skl.)";18;66;0
2022-02-02;"Žilinský kraj";"SK031";"Comirnaty koncentrát na injekčnú disperziu";47;192;518
2022-02-02;"Žilinský kraj";"SK031";"Spikevax injekčná disperzia (pôvodne COVID-19 Vaccine Moderna)dis inj 10x5 ml (liek.inj.skl.)";1;0;54
2022-02-01;"Banskobystrický kraj";"SK032";"Comirnaty koncentrát na injekčnú disperziu";47;70;203
2022-02-01;"Banskobystrický kraj";"SK032";"COVID-19 Vaccine Janssen injekčná suspenzia sus inj 10x2,5 ml (liek.inj.skl.)";2;0;0
2022-02-01;"Bratislavský kraj";"SK010";"Comirnaty 10 mikrogramov/dávka koncentrát na injekčnú disperziu, con dsi 10x1,3 ml (liek.inj.skl.)";37;304;0
2022-02-01;"Bratislavský kraj";"SK010";"Comirnaty koncentrát na injekčnú disperziu";39;102;397
2022-02-01;"Bratislavský kraj";"SK010";"COVID-19 Vaccine Janssen injekčná suspenzia sus inj 10x2,5 ml (liek.inj.skl.)";13;0;37
2022-02-01;"Bratislavský kraj";"SK010";"Spikevax injekčná disperzia (pôvodne COVID-19 Vaccine Moderna)dis inj 10x5 ml (liek.inj.skl.)";0;20;108
2022-02-01;"Košický kraj";"SK042";"Comirnaty 10 mikrogramov/dávka koncentrát na injekčnú disperziu, con dsi 10x1,3 ml (liek.inj.skl.)";9;2;0
2022-02-01;"Košický kraj";"SK042";"Comirnaty koncentrát na injekčnú disperziu";42;97;360
2022-02-01;"Košický kraj";"SK042";"COVID-19 Vaccine Janssen injekčná suspenzia sus inj 10x2,5 ml (liek.inj.skl.)";1;0;2
2022-02-01;"Košický kraj";"SK042";"Spikevax injekčná disperzia (pôvodne COVID-19 Vaccine Moderna)dis inj 10x5 ml (liek.inj.skl.)";2;1;26
2022-02-01;"Nitriansky kraj";"SK023";"Comirnaty 10 mikrogramov/dávka koncentrát na injekčnú disperziu, con dsi 10x1,3 ml (liek.inj.skl.)";9;5;0
2022-02-01;"Nitriansky kraj";"SK023";"Comirnaty koncentrát na injekčnú disperziu";46;160;374
2022-02-01;"Nitriansky kraj";"SK023";"COVID-19 Vaccine Janssen injekčná suspenzia sus inj 10x2,5 ml (liek.inj.skl.)";4;0;9
2022-02-01;"Prešovský kraj";"SK041";"Comirnaty 10 mikrogramov/dávka koncentrát na injekčnú disperziu, con dsi 10x1,3 ml (liek.inj.skl.)";5;0;0
2022-02-01;"Prešovský kraj";"SK041";"Comirnaty 10 mikrogramov/dávka koncentrát na injekčnú disperziu, con dsi 195x1,3 ml (liek.inj.skl.)";65;5;0
2022-02-01;"Prešovský kraj";"SK041";"Comirnaty koncentrát na injekčnú disperziu";52;244;443
2022-02-01;"Prešovský kraj";"SK041";"COVID-19 Vaccine Janssen injekčná suspenzia sus inj 10x2,5 ml (liek.inj.skl.)";4;0;10
2022-02-01;"Prešovský kraj";"SK041";"Spikevax injekčná disperzia (pôvodne COVID-19 Vaccine Moderna)dis inj 10x5 ml (liek.inj.skl.)";2;8;17
2022-02-01;"Trenčiansky kraj";"SK022";"Comirnaty 10 mikrogramov/dávka koncentrát na injekčnú disperziu, con dsi 10x1,3 ml (liek.inj.skl.)";48;84;24
2022-02-01;"Trenčiansky kraj";"SK022";"Comirnaty koncentrát na injekčnú disperziu";41;201;271
2022-02-01;"Trenčiansky kraj";"SK022";"COVID-19 Vaccine Janssen injekčná suspenzia sus inj 10x2,5 ml (liek.inj.skl.)";14;0;92
2022-02-01;"Trenčiansky kraj";"SK022";"Spikevax injekčná disperzia (pôvodne COVID-19 Vaccine Moderna)dis inj 10x5 ml (liek.inj.skl.)";1;42;91
2022-02-01;"Trnavský kraj";"SK021";"Comirnaty koncentrát na injekčnú disperziu";44;145;400
2022-02-01;"Trnavský kraj";"SK021";"Spikevax injekčná disperzia (pôvodne COVID-19 Vaccine Moderna)dis inj 10x5 ml (liek.inj.skl.)";4;10;29
2022-02-01;"Žilinský kraj";"SK031";"Comirnaty 10 mikrogramov/dávka koncentrát na injekčnú disperziu, con dsi 10x1,3 ml (liek.inj.skl.)";31;52;10
2022-02-01;"Žilinský kraj";"SK031";"Comirnaty koncentrát na injekčnú disperziu";71;209;483
2022-02-01;"Žilinský kraj";"SK031";"Spikevax injekčná disperzia (pôvodne COVID-19 Vaccine Moderna)dis inj 10x5 ml (liek.inj.skl.)";4;5;19
2022-01-31;"Banskobystrický kraj";"SK032";"Comirnaty 10 mikrogramov/dávka koncentrát na injekčnú disperziu, con dsi 10x1,3 ml (liek.inj.skl.)";27;0;0
2022-01-31;"Banskobystrický kraj";"SK032";"Comirnaty koncentrát na injekčnú disperziu";53;94;296
2022-01-31;"Banskobystrický kraj";"SK032";"COVID-19 Vaccine Janssen injekčná suspenzia sus inj 10x2,5 ml (liek.inj.skl.)";6;0;4
2022-01-31;"Banskobystrický kraj";"SK032";"COVID-19 Vaccine Janssen injekčná suspenzia sus inj 20x2,5 ml (liek.inj.skl.)";4;0;0
2022-01-31;"Banskobystrický kraj";"SK032";"Spikevax injekčná disperzia (pôvodne COVID-19 Vaccine Moderna)dis inj 10x5 ml (liek.inj.skl.)";9;14;242
2022-01-31;"Bratislavský kraj";"SK010";"Comirnaty 10 mikrogramov/dávka koncentrát na injekčnú disperziu, con dsi 10x1,3 ml (liek.inj.skl.)";71;391;0
2022-01-31;"Bratislavský kraj";"SK010";"Comirnaty koncentrát na injekčnú disperziu";166;590;2094
2022-01-31;"Bratislavský kraj";"SK010";"COVID-19 Vaccine Janssen injekčná suspenzia sus inj 10x2,5 ml (liek.inj.skl.)";24;0;121
2022-01-31;"Bratislavský kraj";"SK010";"Spikevax injekčná disperzia (pôvodne COVID-19 Vaccine Moderna)dis inj 10x5 ml (liek.inj.skl.)";2;35;165
2022-01-31;"Košický kraj";"SK042";"Comirnaty 10 mikrogramov/dávka koncentrát na injekčnú disperziu, con dsi 10x1,3 ml (liek.inj.skl.)";11;2;0
2022-01-31;"Košický kraj";"SK042";"Comirnaty 10 mikrogramov/dávka koncentrát na injekčnú disperziu, con dsi 195x1,3 ml (liek.inj.skl.)";0;0;0
2022-01-31;"Košický kraj";"SK042";"Comirnaty koncentrát na injekčnú disperziu";86;309;725
2022-01-31;"Košický kraj";"SK042";"COVID-19 Vaccine Janssen injekčná suspenzia sus inj 10x2,5 ml (liek.inj.skl.)";10;0;39
2022-01-31;"Nitriansky kraj";"SK023";"Comirnaty 10 mikrogramov/dávka koncentrát na injekčnú disperziu, con dsi 10x1,3 ml (liek.inj.skl.)";1;0;0
2022-01-31;"Nitriansky kraj";"SK023";"Comirnaty koncentrát na injekčnú disperziu";74;280;850
2022-01-31;"Prešovský kraj";"SK041";"Comirnaty koncentrát na injekčnú disperziu";90;285;845
2022-01-31;"Prešovský kraj";"SK041";"COVID-19 Vaccine Janssen injekčná suspenzia sus inj 10x2,5 ml (liek.inj.skl.)";9;0;9
2022-01-31;"Prešovský kraj";"SK041";"Spikevax injekčná disperzia (pôvodne COVID-19 Vaccine Moderna)dis inj 10x5 ml (liek.inj.skl.)";9;15;125
2022-01-31;"Trenčiansky kraj";"SK022";"Comirnaty 10 mikrogramov/dávka koncentrát na injekčnú disperziu, con dsi 10x1,3 ml (liek.inj.skl.)";5;9;31
2022-01-31;"Trenčiansky kraj";"SK022";"Comirnaty koncentrát na injekčnú disperziu";75;277;880
2022-01-31;"Trenčiansky kraj";"SK022";"Spikevax injekčná disperzia (pôvodne COVID-19 Vaccine Moderna)dis inj 10x5 ml (liek.inj.skl.)";3;0;112
2022-01-31;"Trnavský kraj";"SK021";"Comirnaty koncentrát na injekčnú disperziu";96;221;871
